order_id,booking_date,booking_time,booking_hour,booking_day_of_week,collection_date,collection_time,delivery_date,delivery_slot,zone,postal_district,postal_code,latitude,longitude,service,category,quantity,base_price_sgd,delicate_surcharge,express_type,express_multiplier,order_value_sgd,free_delivery,processing_days,processing_label,effort_score,order_status
AST-00110,2024-02-10,21:52,21,Saturday,2024-02-12,09:25,2024-02-15,09:00-13:00,Clementi / West Coast,District 05,11371,1.305746,103.764622,Coat / Jacket,Clothing,5,14,0,,1.0,71.89,Yes,3,3-6 days,2,Completed
AST-00111,2024-06-04,20:46,20,Tuesday,2024-06-05,12:29,2024-06-07,12:00-16:00,Clementi / West Coast,District 05,11441,1.299867,103.749872,Shirt / Blouse,Clothing,1,9,0,,1.0,9.08,No,2,1-2 days,1,Completed
AST-00112,2024-07-09,09:29,9,Tuesday,2024-07-09,09:14,2024-07-11,15:00-18:00,Clementi / West Coast,District 05,11936,1.298117,103.778811,Shirt / Blouse,Clothing,1,9,0,,1.0,8.78,No,2,1-2 days,1,Completed
AST-00113,2024-09-17,05:10,5,Tuesday,2024-09-17,13:06,2024-09-20,09:00-13:00,Clementi / West Coast,District 05,12448,1.301676,103.767731,Overalls / Jumpsuit,Clothing,1,20,0,,1.0,19.52,No,3,3-6 days,2,Completed
AST-00114,2024-03-13,06:08,6,Wednesday,2024-03-13,15:44,2024-03-16,09:00-13:00,Bedok / Chai Chee,District 16,42255,1.32038,103.936751,Saree,Traditional,2,20,0,Same-day,3.0,116.92,Yes,3,3-6 days,2,Completed
AST-00115,2024-07-02,21:44,21,Tuesday,2024-07-03,14:59,2024-07-04,09:00-13:00,Buona Vista / Holland,District 05,11692,1.312207,103.785687,On-site Mattress (Queen),On-site,1,119,0,Next-day,2.0,242.72,Yes,0,Same day,3,Completed
AST-00116,2024-03-25,15:24,15,Monday,2024-03-26,11:28,2024-03-27,12:00-16:00,Jurong East / West,District 22,67816,1.346997,103.71428,On-site Sofa (3-Seater),On-site,1,169,0,Next-day,2.0,334.64,Yes,0,Same day,3,Completed
AST-00117,2024-12-25,21:24,21,Wednesday,2024-12-26,10:05,2025-01-07,12:00-16:00,Tampines / Pasir Ris,District 18,50447,1.387759,103.961794,Curtains (with removal),Household,3,64,0,Next-day,2.0,373.85,Yes,12,10-14 days,5,Completed
AST-00118,2024-09-11,14:31,14,Wednesday,2024-09-11,14:25,2024-09-14,09:00-13:00,Marine Parade / Katong,District 14,36809,1.314147,103.886476,Saree,Traditional,1,20,0,,1.0,20.6,No,3,3-6 days,2,Completed
AST-00119,2024-05-15,01:07,1,Wednesday,2024-05-15,16:35,2024-05-17,15:00-18:00,Novena / Newton,District 11,26137,1.318515,103.846233,Trousers / Shorts,Clothing,1,9,0,Same-day,3.0,27.61,No,2,1-2 days,1,Completed
AST-00120,2024-12-24,21:06,21,Tuesday,2024-12-25,10:00,2024-12-30,12:00-16:00,Jurong East / West,District 22,66478,1.345174,103.743456,Evening Dress (Deco),Clothing,1,55,0,,1.0,55.31,Yes,4,3-6 days,4,Completed
AST-00121,2024-04-11,12:42,12,Thursday,2024-04-11,10:37,2024-04-15,09:00-13:00,Novena / Newton,District 11,27663,1.327143,103.837191,Saree,Traditional,2,20,0,,1.0,40.58,Yes,3,3-6 days,2,Completed
AST-00122,2025-05-16,18:04,18,Friday,2025-05-17,14:07,2025-05-20,15:00-18:00,Novena / Newton,District 11,25488,1.321494,103.83306,Saree Suit (2pc),Traditional,1,29,0,,1.0,29.12,No,3,3-6 days,2,Completed
AST-00123,2024-05-25,08:44,8,Saturday,2024-05-25,11:02,2024-05-30,12:00-16:00,Jurong East / West,District 22,66371,1.342425,103.70448,Part Leather Jacket,Clothing,1,45,0,,1.0,44.78,Yes,5,3-6 days,4,Completed
AST-00124,2025-02-12,09:53,9,Wednesday,2025-02-12,09:24,2025-02-14,09:00-13:00,Jurong East / West,District 22,66685,1.320191,103.700632,Shirt / Blouse,Clothing,2,9,0,,1.0,18.25,No,2,1-2 days,1,Completed
AST-00125,2025-01-11,11:04,11,Saturday,2025-01-11,14:24,2025-01-13,12:00-16:00,Marine Parade / Katong,District 14,34554,1.301508,103.88965,Sweater / Cardigan,Clothing,2,9,0,,1.0,18.14,No,2,1-2 days,1,Completed
AST-00126,2024-08-06,04:57,4,Tuesday,2024-08-06,16:33,2024-08-12,12:00-16:00,Marine Parade / Katong,District 14,32924,1.304036,103.89723,Luxury Bag (XS),Bags & Shoes,1,80,0,,1.0,81.74,Yes,5,3-6 days,4,Completed
AST-00127,2024-03-18,18:38,18,Monday,2024-03-19,12:17,2024-03-29,12:00-16:00,Novena / Newton,District 11,26174,1.319816,103.844595,Curtains (no removal),Household,2,56,0,Next-day,2.0,229.55,Yes,10,7-14 days,4,Completed
AST-00128,2024-05-14,22:13,22,Tuesday,2024-05-15,14:58,2024-05-17,12:00-16:00,Buona Vista / Holland,District 05,12121,1.303262,103.785781,Sweater / Cardigan,Clothing,1,9,0,,1.0,9.03,No,2,1-2 days,1,Completed
AST-00129,2025-03-13,18:23,18,Thursday,2025-03-14,16:34,2025-03-17,09:00-13:00,Bedok / Chai Chee,District 16,43146,1.341252,103.917131,Shirt / Blouse,Clothing,1,9,0,,1.0,9.01,No,2,1-2 days,1,Completed
AST-00130,2024-01-30,11:41,11,Tuesday,2024-01-30,12:38,2024-02-09,15:00-18:00,Boon Lay / Tuas,District 22,65391,1.30802,103.694376,Curtains (no removal),Household,1,56,0,,1.0,56.57,Yes,10,7-14 days,4,Completed
AST-00131,2025-01-06,06:21,6,Monday,2025-01-06,12:51,2025-01-08,12:00-16:00,Bishan / Toa Payoh,District 12,29227,1.341937,103.830149,Bedsheet,Household,2,12,0,Same-day,3.0,74.15,Yes,2,1-2 days,1,Completed
AST-00132,2024-02-16,06:12,6,Friday,2024-02-16,11:49,2024-02-19,09:00-13:00,Clementi / West Coast,District 05,12841,1.320574,103.775346,Shirt / Blouse,Clothing,1,9,0,Next-day,2.0,17.74,No,2,1-2 days,1,Completed
AST-00133,2024-03-19,11:22,11,Tuesday,2024-03-19,11:46,2024-03-21,12:00-16:00,Tampines / Pasir Ris,District 18,51439,1.363963,103.920889,Skirt,Clothing,3,12,0,Next-day,2.0,71.19,Yes,2,1-2 days,1,Completed
AST-00134,2025-06-18,18:32,18,Wednesday,2025-06-19,09:44,2025-06-23,15:00-18:00,Punggol / Sengkang,District 19,53920,1.400129,103.904425,Overalls / Jumpsuit,Clothing,3,20,0,Next-day,2.0,121.38,Yes,3,3-6 days,2,In Progress
AST-00135,2025-04-19,20:58,20,Saturday,2025-04-21,10:59,2025-04-23,12:00-16:00,Bukit Timah / Bukit Batok,District 21,64452,1.327123,103.748481,Bedsheet,Household,3,12,0,,1.0,35.37,No,2,1-2 days,1,Completed
AST-00136,2024-03-01,10:25,10,Friday,2024-03-01,14:10,2024-03-04,09:00-13:00,Tampines / Pasir Ris,District 18,51294,1.359918,103.918367,Bedsheet,Household,3,12,0,,1.0,35.8,No,2,1-2 days,1,Completed
AST-00137,2024-12-12,21:47,21,Thursday,2024-12-13,12:15,2024-12-18,15:00-18:00,Ang Mo Kio / Hougang,District 19,57525,1.3834,103.861763,Luxury Bag (M),Bags & Shoes,1,100,0,Next-day,2.0,204.76,Yes,5,3-6 days,4,Completed
AST-00138,2024-01-01,23:52,23,Monday,2024-01-02,15:10,2024-01-04,12:00-16:00,Orchard / River Valley,District 09,21709,1.290948,103.832578,Shirt / Blouse,Clothing,2,9,0,,1.0,17.73,No,2,1-2 days,1,Completed
AST-00139,2024-12-16,12:36,12,Monday,2024-12-16,13:01,2024-12-19,09:00-13:00,Choa Chu Kang / Bukit Panjang,District 23,68569,1.401624,103.738701,Overalls / Jumpsuit,Clothing,4,20,0,Next-day,2.0,162.54,Yes,3,3-6 days,2,Completed
AST-00140,2024-10-18,15:02,15,Friday,2024-10-19,10:35,2024-10-21,12:00-16:00,Clementi / West Coast,District 05,11752,1.304854,103.759377,Bedsheet,Household,1,12,0,,1.0,12.1,No,2,1-2 days,1,Completed
AST-00141,2025-05-22,16:38,16,Thursday,2025-05-23,15:10,2025-05-28,12:00-16:00,Yishun / Sembawang,District 27,77928,1.433174,103.839717,Mattress Topper,Household,4,80,0,,1.0,328.69,Yes,5,3-6 days,3,Completed
AST-00142,2024-11-13,21:31,21,Wednesday,2024-11-14,13:42,2024-11-25,09:00-13:00,Tampines / Pasir Ris,District 18,51294,1.365589,103.926031,Curtains (no removal),Household,4,56,0,,1.0,228.82,Yes,10,7-14 days,4,Completed
AST-00143,2024-03-15,12:00,12,Friday,2024-03-15,16:09,2024-03-18,09:00-13:00,Clementi / West Coast,District 05,12175,1.314901,103.770615,Bedsheet,Household,1,12,0,Next-day,2.0,23.52,No,2,1-2 days,1,Completed
AST-00144,2024-11-28,03:09,3,Thursday,2024-11-28,16:12,2024-12-09,12:00-16:00,Novena / Newton,District 11,26132,1.320063,103.833846,Carpet / Rug,Household,1,80,0,,1.0,81.61,Yes,10,10-14 days,4,Completed
AST-00145,2025-05-28,10:40,10,Wednesday,2025-05-28,15:11,2025-05-31,15:00-18:00,Jurong East / West,District 22,68945,1.351133,103.738174,Baju Kurung (2pc),Traditional,2,32,0,,1.0,65.26,Yes,3,3-6 days,2,Completed
AST-00146,2024-05-24,22:09,22,Friday,2024-05-25,13:28,2024-06-06,15:00-18:00,Bukit Timah / Bukit Batok,District 21,60182,1.36389,103.777024,Curtains (with removal),Household,2,64,0,,1.0,126.95,Yes,12,10-14 days,5,Completed
AST-00147,2025-06-02,10:30,10,Monday,2025-06-02,15:48,2025-06-05,12:00-16:00,Ang Mo Kio / Hougang,District 19,56880,1.361075,103.847305,Dress,Clothing,4,20,0,,1.0,82.21,Yes,3,3-6 days,2,Completed
AST-00148,2024-04-24,12:37,12,Wednesday,2024-04-24,11:10,2024-04-26,12:00-16:00,Orchard / River Valley,District 09,21319,1.304504,103.82416,Skirt,Clothing,4,12,0,,1.0,48.79,Yes,2,1-2 days,1,Completed
AST-00149,2024-04-08,00:16,0,Monday,2024-04-08,15:12,2024-04-11,12:00-16:00,Tampines / Pasir Ris,District 18,51721,1.386553,103.923243,Dress,Clothing,1,20,0,,1.0,20.02,No,3,3-6 days,2,Completed
AST-00150,2025-04-28,22:38,22,Monday,2025-04-29,10:26,2025-05-02,09:00-13:00,Queenstown / Alexandra,District 03,15227,1.282139,103.819998,Baju Kurung (2pc),Traditional,1,32,0,3-Hour,3.0,94.56,Yes,3,3-6 days,2,Completed
AST-00151,2024-11-08,23:58,23,Friday,2024-11-09,15:02,2024-11-12,15:00-18:00,Buona Vista / Holland,District 05,11560,1.311157,103.789251,Wintercoat (Waist),Clothing,2,30,0,Next-day,2.0,117.81,Yes,3,3-6 days,2,Completed
AST-00152,2025-06-20,08:06,8,Friday,2025-06-20,13:57,2025-06-23,12:00-16:00,Tampines / Pasir Ris,District 18,51294,1.358994,103.929187,Wintercoat (Below),Clothing,1,40,0,Next-day,2.0,80.06,Yes,3,3-6 days,3,In Progress
AST-00153,2024-08-23,09:21,9,Friday,2024-08-23,10:55,2024-08-26,09:00-13:00,Woodlands / Marsiling,District 25,73643,1.456406,103.802457,Coat / Jacket,Clothing,1,14,0,,1.0,13.93,No,3,3-6 days,2,Completed
AST-00154,2024-05-03,11:27,11,Friday,2024-05-03,15:08,2024-05-06,15:00-18:00,Jurong East / West,District 22,65995,1.330689,103.708307,Sweater / Cardigan,Clothing,1,9,0,,1.0,9.12,No,2,1-2 days,1,Completed
AST-00155,2024-01-23,11:37,11,Tuesday,2024-01-23,12:53,2024-01-26,12:00-16:00,Woodlands / Marsiling,District 25,72886,1.451151,103.793817,Baju Kurung (2pc),Traditional,1,32,0,,1.0,32.23,No,3,3-6 days,2,Completed
AST-00156,2024-12-20,12:49,12,Friday,2024-12-20,14:45,2024-12-25,12:00-16:00,Orchard / River Valley,District 09,21193,1.297914,103.841103,Mattress Topper,Household,1,80,0,,1.0,80.84,Yes,5,3-6 days,3,Completed
AST-00157,2025-06-13,02:00,2,Friday,2025-06-13,16:11,2025-06-17,12:00-16:00,Woodlands / Marsiling,District 25,72383,1.440464,103.792217,Evening Dress (Deco),Clothing,5,55,0,Next-day,2.0,541.7,Yes,4,3-6 days,4,In Progress
AST-00158,2024-07-19,21:46,21,Friday,2024-07-20,13:01,2024-07-23,15:00-18:00,Serangoon / Bartley,District 13,31225,1.340034,103.880317,Coat / Jacket,Clothing,1,14,0,,1.0,13.78,No,3,3-6 days,2,Completed
AST-00159,2025-05-17,20:02,20,Saturday,2025-05-19,15:32,2025-05-21,09:00-13:00,Bishan / Toa Payoh,District 12,30344,1.336559,103.842764,Shirt / Blouse,Clothing,1,9,0,,1.0,8.86,No,2,1-2 days,1,Completed
AST-00160,2025-05-17,19:52,19,Saturday,2025-05-19,12:16,2025-05-22,15:00-18:00,Tampines / Pasir Ris,District 18,49814,1.385581,103.918448,Overalls / Jumpsuit,Clothing,1,20,0,,1.0,20.45,No,3,3-6 days,2,Completed
AST-00161,2024-09-27,20:24,20,Friday,2024-09-28,13:43,2024-09-30,09:00-13:00,Geylang / Eunos,District 14,35155,1.306494,103.882819,Trousers / Shorts,Clothing,5,9,0,,1.0,44.45,Yes,2,1-2 days,1,Completed
AST-00162,2025-03-29,23:37,23,Saturday,2025-03-31,14:35,2025-04-09,09:00-13:00,Buona Vista / Holland,District 05,13868,1.304973,103.791399,Stuffed Toy (31-60cm),Household,1,20,0,,1.0,19.55,No,9,7-14 days,4,Completed
AST-00163,2025-01-09,04:15,4,Thursday,2025-01-09,14:55,2025-01-11,09:00-13:00,Clementi / West Coast,District 05,11954,1.298986,103.763954,Shirt / Blouse,Clothing,5,9,0,,1.0,45.97,Yes,2,1-2 days,1,Completed
AST-00164,2024-08-17,14:28,14,Saturday,2024-08-17,15:25,2024-08-27,09:00-13:00,Geylang / Eunos,District 14,37255,1.334628,103.8879,Feathered Item,Special,4,60,0,Next-day,2.0,491.18,Yes,10,10-14 days,5,Completed
AST-00165,2025-03-28,20:20,20,Friday,2025-03-29,12:21,2025-04-01,12:00-16:00,Boon Lay / Tuas,District 22,65494,1.324119,103.697434,Dress,Clothing,1,20,0,,1.0,19.59,No,3,3-6 days,2,Completed
AST-00166,2025-06-05,20:32,20,Thursday,2025-06-06,11:53,2025-06-09,09:00-13:00,Yishun / Sembawang,District 27,78717,1.441061,103.829559,Baju Kurung (2pc),Traditional,3,32,0,Next-day,2.0,193.68,Yes,3,3-6 days,2,Completed
AST-00167,2024-07-19,21:37,21,Friday,2024-07-20,11:43,2024-07-23,15:00-18:00,Jurong East / West,District 22,68566,1.334671,103.736575,Dress,Clothing,1,20,0,,1.0,19.73,No,3,3-6 days,2,Completed
AST-00168,2024-09-14,08:11,8,Saturday,2024-09-14,16:54,2024-09-16,09:00-13:00,Novena / Newton,District 11,26505,1.326343,103.833203,Shirt / Blouse,Clothing,1,9,0,,1.0,9.24,No,2,1-2 days,1,Completed
AST-00169,2025-01-23,17:34,17,Thursday,2025-01-24,15:33,2025-01-25,12:00-16:00,Tampines / Pasir Ris,District 18,50508,1.363584,103.931195,On-site Sofa (3-Seater),On-site,1,169,0,Next-day,2.0,334.81,Yes,0,Same day,3,Completed
AST-00170,2024-06-04,13:47,13,Tuesday,2024-06-04,16:09,2024-06-05,15:00-18:00,Bukit Timah / Bukit Batok,District 21,62548,1.357173,103.747612,Hemming,Alterations,4,14,0,Next-day,2.0,112.84,Yes,1,1-2 days,1,Completed
AST-00171,2024-05-17,08:14,8,Friday,2024-05-17,16:17,2024-05-20,12:00-16:00,Geylang / Eunos,District 14,37127,1.326185,103.871032,Overalls / Jumpsuit,Clothing,2,20,4,,1.0,46.99,Yes,3,3-6 days,2,Completed
AST-00172,2024-03-09,09:12,9,Saturday,2024-03-09,15:25,2024-03-11,12:00-16:00,Marine Parade / Katong,District 14,34655,1.300187,103.911637,Trousers / Shorts,Clothing,1,9,0,,1.0,8.89,No,2,1-2 days,1,Completed
AST-00173,2024-01-04,15:02,15,Thursday,2024-01-05,14:00,2024-01-08,15:00-18:00,Novena / Newton,District 11,27748,1.335265,103.824013,Dress,Clothing,3,20,0,,1.0,59.89,Yes,3,3-6 days,2,Completed
AST-00174,2024-05-28,00:36,0,Tuesday,2024-05-28,09:40,2024-05-31,09:00-13:00,Ang Mo Kio / Hougang,District 19,55180,1.367852,103.846219,Quilt / Comforter,Household,1,24,0,,1.0,23.74,No,3,3-6 days,2,Completed
AST-00175,2024-08-30,09:49,9,Friday,2024-08-30,13:10,2024-09-02,09:00-13:00,Buona Vista / Holland,District 05,11565,1.30094,103.797079,Dress,Clothing,1,20,0,,1.0,19.76,No,3,3-6 days,2,Completed
AST-00176,2024-04-13,22:00,22,Saturday,2024-04-15,14:48,2024-04-18,09:00-13:00,Punggol / Sengkang,District 19,55119,1.407746,103.901384,Overalls / Jumpsuit,Clothing,4,20,0,,1.0,82.24,Yes,3,3-6 days,2,Completed
AST-00177,2024-01-15,20:30,20,Monday,2024-01-16,11:13,2024-01-20,09:00-13:00,Novena / Newton,District 11,26965,1.329666,103.831304,Non-Leather Shoes,Bags & Shoes,2,55,0,,1.0,107.99,Yes,4,3-6 days,3,Completed
AST-00178,2025-04-29,00:04,0,Tuesday,2025-04-29,10:41,2025-05-02,12:00-16:00,Bishan / Toa Payoh,District 12,29224,1.33004,103.852239,Dress,Clothing,3,20,0,,1.0,61.63,Yes,3,3-6 days,2,Completed
AST-00179,2025-05-28,22:19,22,Wednesday,2025-05-29,11:26,2025-05-31,12:00-16:00,Tampines / Pasir Ris,District 18,51984,1.369713,103.939321,Shirt / Blouse,Clothing,1,9,0,,1.0,8.85,No,2,1-2 days,1,Completed
AST-00180,2024-08-07,14:02,14,Wednesday,2024-08-07,12:38,2024-08-10,12:00-16:00,Geylang / Eunos,District 14,35993,1.323082,103.895616,Coat / Jacket,Clothing,5,14,0,,1.0,69.95,Yes,3,3-6 days,2,Completed
AST-00181,2024-08-17,09:44,9,Saturday,2024-08-17,16:58,2024-08-20,15:00-18:00,Bukit Timah / Bukit Batok,District 21,64701,1.355208,103.792303,Sofa Cover (3-Seater),Household,3,30,0,,1.0,89.64,Yes,3,3-6 days,2,Completed
AST-00182,2024-09-13,18:53,18,Friday,2024-09-14,09:42,2024-09-16,15:00-18:00,Marine Parade / Katong,District 14,33554,1.308509,103.91349,Hemming,Alterations,2,14,0,Next-day,2.0,57.03,Yes,1,1-2 days,1,Completed
AST-00183,2025-03-21,22:58,22,Friday,2025-03-22,10:49,2025-03-25,12:00-16:00,Queenstown / Alexandra,District 03,14466,1.302297,103.820122,Dress,Clothing,2,20,0,,1.0,40.6,Yes,3,3-6 days,2,Completed
AST-00184,2024-08-17,22:15,22,Saturday,2024-08-19,09:06,2024-08-22,12:00-16:00,Clementi / West Coast,District 05,13749,1.301485,103.772453,Sofa Cover (3-Seater),Household,2,30,0,,1.0,59.25,Yes,3,3-6 days,2,Completed
AST-00185,2024-02-05,15:26,15,Monday,2024-02-06,11:42,2024-02-07,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,69448,1.40166,103.774319,Zip Replacement,Alterations,3,12,0,Same-day,3.0,107.53,Yes,1,1-2 days,1,Completed
AST-00186,2024-12-20,14:29,14,Friday,2024-12-20,15:44,2024-12-23,09:00-13:00,Ang Mo Kio / Hougang,District 19,55730,1.38371,103.870448,Quilt / Comforter,Household,1,24,0,,1.0,23.46,No,3,3-6 days,2,Completed
AST-00187,2024-05-09,12:58,12,Thursday,2024-05-09,09:54,2024-05-13,12:00-16:00,Marine Parade / Katong,District 14,33885,1.317912,103.91233,Saree,Traditional,1,20,0,,1.0,20.12,No,3,3-6 days,2,Completed
AST-00188,2025-04-03,20:23,20,Thursday,2025-04-04,16:11,2025-04-07,12:00-16:00,Serangoon / Bartley,District 13,31379,1.341406,103.866899,Bedsheet,Household,1,12,0,Next-day,2.0,23.45,No,2,1-2 days,1,Completed
AST-00189,2025-04-19,20:32,20,Saturday,2025-04-21,11:30,2025-04-24,15:00-18:00,Bishan / Toa Payoh,District 12,28806,1.330398,103.853888,Dress,Clothing,2,20,0,Next-day,2.0,79.23,Yes,3,3-6 days,2,Completed
AST-00190,2024-02-05,16:59,16,Monday,2024-02-06,14:00,2024-02-16,12:00-16:00,Clementi / West Coast,District 05,12261,1.31927,103.754859,Carpet / Rug,Household,1,80,0,,1.0,78.39,Yes,10,10-14 days,4,Completed
AST-00191,2025-03-14,20:35,20,Friday,2025-03-15,14:33,2025-03-17,12:00-16:00,Clementi / West Coast,District 05,13756,1.321969,103.76156,Sweater / Cardigan,Clothing,1,9,0,,1.0,8.9,No,2,1-2 days,1,Completed
AST-00192,2024-10-25,22:37,22,Friday,2024-10-26,09:00,2024-10-29,12:00-16:00,Jurong East / West,District 22,68953,1.328887,103.705343,Wintercoat (Waist),Clothing,5,30,0,,1.0,153.87,Yes,3,3-6 days,2,Completed
AST-00193,2025-05-22,11:45,11,Thursday,2025-05-22,09:35,2025-05-26,09:00-13:00,Orchard / River Valley,District 09,20786,1.294555,103.844609,Overalls / Jumpsuit,Clothing,2,20,0,,1.0,40.24,Yes,3,3-6 days,2,Completed
AST-00194,2025-01-29,20:06,20,Wednesday,2025-01-30,16:21,2025-02-01,12:00-16:00,Geylang / Eunos,District 14,32109,1.329122,103.884633,Waist Resizing,Alterations,3,18,0,Same-day,3.0,164.55,Yes,2,1-2 days,2,Completed
AST-00195,2024-09-14,20:25,20,Saturday,2024-09-16,16:45,2024-09-18,12:00-16:00,Novena / Newton,District 11,27562,1.31844,103.817788,Scarf / Shawl,Accessories,2,12,0,,1.0,24.04,No,2,1-2 days,1,Completed
AST-00196,2024-03-29,13:32,13,Friday,2024-03-29,12:00,2024-04-08,12:00-16:00,Bishan / Toa Payoh,District 12,30619,1.330039,103.82977,Curtains (no removal),Household,1,56,0,,1.0,55.79,Yes,10,7-14 days,4,Completed
AST-00197,2025-03-01,09:41,9,Saturday,2025-03-01,09:57,2025-03-04,12:00-16:00,Geylang / Eunos,District 14,33557,1.316762,103.886993,Saree,Traditional,1,20,0,Same-day,3.0,61.52,Yes,3,3-6 days,2,Completed
AST-00198,2024-11-13,20:14,20,Wednesday,2024-11-14,12:07,2024-11-16,09:00-13:00,Bishan / Toa Payoh,District 12,30953,1.347282,103.838647,Shirt / Blouse,Clothing,2,9,0,,1.0,18.45,No,2,1-2 days,1,Completed
AST-00199,2025-01-22,10:50,10,Wednesday,2025-01-22,15:53,2025-01-27,12:00-16:00,Ang Mo Kio / Hougang,District 19,57276,1.383635,103.855212,Part Leather Jacket,Clothing,1,45,0,Same-day,3.0,135.15,Yes,5,3-6 days,4,Completed
AST-00200,2024-05-14,21:04,21,Tuesday,2024-05-15,15:42,2024-05-18,09:00-13:00,Ang Mo Kio / Hougang,District 19,53398,1.37888,103.865516,Wintercoat (Waist),Clothing,1,30,0,,1.0,30.61,No,3,3-6 days,2,Completed
AST-00201,2025-06-21,21:25,21,Saturday,2025-06-23,13:25,2025-07-02,09:00-13:00,Bishan / Toa Payoh,District 12,30643,1.336919,103.838363,Stuffed Toy (<30cm),Household,1,10,0,,1.0,9.77,No,9,7-14 days,3,In Progress
AST-00202,2024-04-13,14:13,14,Saturday,2024-04-13,13:53,2024-04-15,12:00-16:00,Yishun / Sembawang,District 27,78573,1.450668,103.843708,Windbreaker,Clothing,2,20,0,,1.0,39.88,No,2,1-2 days,1,Completed
AST-00203,2025-02-18,16:40,16,Tuesday,2025-02-19,09:33,2025-02-22,15:00-18:00,Tampines / Pasir Ris,District 18,50249,1.361683,103.952467,Overalls / Jumpsuit,Clothing,1,20,0,,1.0,19.52,No,3,3-6 days,2,Completed
AST-00204,2024-04-22,21:05,21,Monday,2024-04-23,09:12,2024-04-26,12:00-16:00,Geylang / Eunos,District 14,37554,1.310759,103.873453,Quilt / Comforter,Household,1,24,0,,1.0,23.94,No,3,3-6 days,2,Completed
AST-00205,2024-12-17,12:58,12,Tuesday,2024-12-17,12:47,2024-12-20,15:00-18:00,Bishan / Toa Payoh,District 12,29869,1.332964,103.855443,Coat / Jacket,Clothing,4,14,0,,1.0,55.95,Yes,3,3-6 days,2,Completed
AST-00206,2025-05-31,03:03,3,Saturday,2025-05-31,15:50,2025-06-02,12:00-16:00,Clementi / West Coast,District 05,12175,1.314594,103.774611,Skirt,Clothing,1,12,0,Next-day,2.0,24.09,No,2,1-2 days,1,Completed
AST-00207,2024-02-27,20:12,20,Tuesday,2024-02-28,11:47,2024-03-01,12:00-16:00,Bukit Timah / Bukit Batok,District 21,62548,1.358001,103.749785,Tie / Bow Tie,Accessories,1,9,0,,1.0,9.23,No,2,1-2 days,1,Completed
AST-00208,2024-07-17,01:50,1,Wednesday,2024-07-17,16:45,2024-07-26,15:00-18:00,Jurong East / West,District 22,66729,1.339472,103.714904,Stuffed Toy (<30cm),Household,1,10,0,Next-day,2.0,20.18,No,9,7-14 days,3,Completed
AST-00209,2024-09-03,21:19,21,Tuesday,2024-09-04,10:50,2024-09-07,12:00-16:00,Bedok / Chai Chee,District 16,45324,1.339528,103.915626,Overalls / Jumpsuit,Clothing,1,20,0,Same-day,3.0,60.94,Yes,3,3-6 days,2,Completed
AST-00210,2024-03-12,09:59,9,Tuesday,2024-03-12,12:42,2024-03-15,09:00-13:00,Choa Chu Kang / Bukit Panjang,District 23,69552,1.36815,103.774477,Sofa Cover (3-Seater),Household,2,30,0,,1.0,60.42,Yes,3,3-6 days,2,Completed
AST-00211,2025-05-19,07:49,7,Monday,2025-05-19,16:15,2025-05-21,09:00-13:00,Marine Parade / Katong,District 14,34201,1.299444,103.905836,Trousers / Shorts,Clothing,5,9,0,,1.0,44.0,Yes,2,1-2 days,1,Completed
AST-00212,2024-08-07,16:18,16,Wednesday,2024-08-08,14:32,2024-08-12,15:00-18:00,Yishun / Sembawang,District 27,76175,1.413339,103.838583,Saree Suit (2pc),Traditional,1,29,0,,1.0,28.91,No,3,3-6 days,2,Completed
AST-00213,2025-02-03,03:41,3,Monday,2025-02-03,09:40,2025-02-06,15:00-18:00,Marine Parade / Katong,District 14,33936,1.318733,103.888692,Dress,Clothing,3,20,0,,1.0,61.57,Yes,3,3-6 days,2,Completed
AST-00214,2025-06-16,08:52,8,Monday,2025-06-16,15:41,2025-06-19,12:00-16:00,Bukit Timah / Bukit Batok,District 21,62448,1.361094,103.752617,Dress,Clothing,4,20,0,,1.0,79.19,Yes,3,3-6 days,2,In Progress
AST-00215,2024-01-19,10:47,10,Friday,2024-01-19,14:02,2024-01-22,09:00-13:00,Bedok / Chai Chee,District 16,45324,1.344167,103.9129,Pillow / Bolster,Household,1,25,0,,1.0,24.67,No,3,3-6 days,2,Completed
